Título,Rating,Porciones,Tiempo total,Ingredientes,Descripción,Pasos,Nutrición
Baked Garlic Parmesan Chicken,4.4,6,45 mins,"['2 tablespoons olive oil', '1 clove garlic, minced', '1 cup dry bread crumbs', '⅔ cup grated Parmesan cheese', '1 teaspoon dried basil leaves', '¼ teaspoon ground black pepper', '6  skinless, boneless chicken breast halves']","Breaded chicken breasts flavored with garlic and Parmesan cheese are baked until golden and crispy for the easiest chicken dish ever. Serve with a salad and pasta for a quick, scrumptious dinner.","['Gather all ingredients. Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.', 'In a bowl, blend the olive oil and garlic.', 'In a separate bowl, mix the bread crumbs, Parmesan cheese, basil, and pepper.', 'Dip each chicken breast in the oil mixture, then in the bread crumb mixture. Arrange the coated chicken breasts in the prepared baking dish, and top with any remaining bread crumb mixture.', 'Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear.', 'Serve hot and enjoy!']","{'Calories': '281', 'Fat': '11g', 'Carbs': '14g', 'Protein': '30g'}"
Orange Chicken,4.6,4,2 hrs 50 mins,"['1 ½ cups water', '⅓ cup rice vinegar', '¼ cup lemon juice', '2 ½ tablespoons soy sauce', '2 tablespoons orange juice', '1 cup packed brown sugar', '2 tablespoons chopped green onion', '1 tablespoon grated orange zest', '½ teaspoon minced fresh ginger root', '½ teaspoon minced garlic', '¼ teaspoon red pepper flakes', '3 tablespoons cornstarch', '2 tablespoons water', '2 large skinless, boneless chicken breasts, cut into ½-inch cubes', '1 cup all-purpose flour', '¼ teaspoon salt', '¼ teaspoon pepper', '3 tablespoons olive oil']","This orange chicken recipe is sticky, sweet, and delicious. It tastes similar to the orange chicken from a popular Chinese restaurant in the mall! It's easier to make than you think for delicious takeout at home.","['Gather all ingredients.', 'Combine water, rice vinegar, lemon juice, soy sauce, and orange juice for sauce into a saucepan over medium-high heat. Stir in brown sugar, green onion, orange zest, ginger, garlic, and pepper flakes; bring to a boil. Remove from heat, and cool for 10 to 15 minutes.', 'Place chicken in a resealable plastic bag. Pour in 1 cup cooled sauce. Seal the bag, and refrigerate for at least 2 hours. Reserve the remaining sauce.', 'Mix flour, salt, and pepper in another resealable plastic bag.', 'Remove chicken from the marinade and place into the bag of seasoned flour. Seal the bag and shake to coat.', 'Heat the olive oil in a large skillet over medium heat. Cook chicken in the hot skillet until browned on both sides.', 'Remove to a paper towel-lined plate and cover with aluminum foil. Wipe out the skillet.', 'Pour reserved sauce into the skillet and bring to a boil over medium-high heat. Mix together cornstarch and water until completely smooth. Stir into the boiling sauce.', 'Reduce heat to medium-low, add the chicken, and simmer, stirring occasionally, until cooked through, about 5 minutes.', 'Serve over rice and enjoy!']","{'Calories': '445', 'Fat': '11g', 'Carbs': '69g', 'Protein': '18g'}"
Buffalo Chicken Dip,4.8,20,55 mins,"['2 (10 ounce) cans chunk chicken, drained', ""¾ cup hot pepper sauce (such as Frank's RedHot)"", '2 (8 ounce) packages cream cheese, softened', '1 cup ranch dressing', '1 ½ cups shredded Cheddar cheese', '1 bunch celery, cut into 4-inch pieces', '1 (8 ounce) box chicken-flavored crackers']","This tangy, creamy Buffalo chicken dip tastes just like Buffalo chicken wings! Perfect for parties and game day, this chicken dip is best served hot with crackers and celery sticks. Everyone loves the results!","['Gather all ingredients.', 'Heat chicken and hot pepper sauce in a skillet over medium heat until heated through, 3 to 5 minutes. Stir in cream cheese and ranch dressing. Cook and stir until well blended and warm, 3 to 5 minutes.', 'Mix in 1/2 of the Cheddar cheese, and transfer the mixture to a slow cooker. Sprinkle the remaining cheese over top.', 'Cover and cook on Low until dip is hot and bubbly, about 35 minutes.', 'Serve with celery sticks and crackers.']","{'Calories': '284', 'Fat': '23g', 'Carbs': '9g', 'Protein': '11g'}"
Chicken Katsu,4.7,4,25 mins,"['4 skinless, boneless chicken breast halves - pounded to ½-inch thickness', 'salt and pepper to taste', '2 tablespoons all-purpose flour', '1  egg, beaten', '1 cup panko bread crumbs', '1 cup oil for frying, or as needed']",Chicken katsu is Japanese-style fried chicken. This is my family recipe and can also be used to make tonkatsu by using pork cutlets instead of chicken. Serve with white rice and tonkatsu sauce.,"['Gather all ingredients.', 'Season chicken breasts on both sides with salt and pepper.', 'Place flour, beaten egg, and panko crumbs into separate shallow dishes.', 'Coat chicken breasts in flour, shaking off any excess; dip into egg, and then press into panko crumbs until well coated on both sides.', 'Heat oil in a large skillet over medium-high heat. Place chicken in the hot oil, and fry until golden brown, 3 or 4 minutes per side. Transfer to a paper towel-lined plate to drain.', 'Serve and enjoy.']","{'Calories': '297', 'Fat': '11g', 'Carbs': '22g', 'Protein': '31g'}"
Angela's Awesome Chicken Enchiladas,4.8,8,1 hr 55 mins,"['2 pounds skinless, boneless chicken breast meat - cut into chunks', '1 ¼ cups sour cream', '1 (10.5 ounce) can condensed cream of chicken soup', '¼ teaspoon chili powder', '1 tablespoon butter', '1 small onion, chopped', '1 cup water', '1 bunch green onions, chopped, divided', '1 (4 ounce) can chopped green chiles, drained', '1 (1.25 ounce) package mild taco seasoning mix', '1 teaspoon lime juice', '½ teaspoon onion powder', '½ teaspoon garlic powder', '5 (12-inch) flour tortillas', '3 cups shredded Cheddar cheese', '1 (10 ounce) can enchilada sauce', '1 (6 ounce) can sliced black olives, drained']","These chicken enchiladas are easy to make with tortillas and a creamy chicken filling flavored with the perfect amount of seasonings, green chiles, and cheese. The secret is in the seasonings! Delicious with sour cream and a side of Mexican rice.","['Place chicken into a large pot and add water to cover. Bring to a boil over high heat, then reduce the heat to medium-low, cover, and simmer until chicken is no longer pink and the juices run clear, about 10 minutes.', 'Remove from the pot and let sit until cool enough to handle, 5 to 10 minutes. Shred chicken with two forks.', 'Combine sour cream, condensed soup, and chili powder in a saucepan. Bring to a simmer, stirring occasionally, then turn off the heat and cover to keep warm.', 'At the same time, melt butter in a skillet over medium heat. Add onion; cook and stir until translucent, about 5 minutes. Add shredded chicken, water, 1/2 of the green onions, green chiles, and taco seasoning; simmer for 10 minutes. Stir in lime juice, onion powder, and garlic powder; simmer for 10 more minutes.', 'Preheat the oven to 350 degrees F (175 degrees C).', 'Stir 1 cup soup mixture into the skillet with the chicken. Spread remaining soup mixture over the bottom of a 9x13-inch baking dish.', 'Fill each tortilla with 1/5 of the chicken mixture and about 5 tablespoons Cheddar cheese.', 'Roll tortillas around filling and place enchiladas, seam-side down, into the baking dish. Pour enchilada sauce over top and sprinkle with remaining Cheddar, remaining green onions, and olives.', 'Bake in the preheated oven until filling is heated through and cheese is melted and bubbling, about 25 minutes.']","{'Calories': '710', 'Fat': '36g', 'Carbs': '53g', 'Protein': '42g'}"
Juicy Roasted Chicken,4.8,6,2 hrs,"['1 (3 pound) whole chicken, giblets removed', 'salt and black pepper to taste', '1 tablespoon onion powder, or to taste', '½ cup butter', '1 stalk celery, leaves removed']",This roasted chicken is perfectly seasoned and cooked just the way my grandmother used to make it. The method used in this recipe results in the juiciest chicken! We loved to nibble on the celery after it was cooked.,"['Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C).', 'Place chicken in a roasting pan; season generously inside and out with onion powder, salt, and pepper. Place 3 tablespoons of butter in chicken cavity; arrange dollops of remaining butter on the outside of chicken.', 'Cut celery into 3 or 4 pieces; place in the chicken cavity.', 'Bake chicken uncovered in the preheated oven until no longer pink at the bone and the juices run clear, about 1 hour and 15 minutes. An instant-read thermometer inserted into the thickest part of the thigh, near the bone, should read 165 degrees F (74 degrees C).', 'Remove from the oven and baste with drippings. Cover with aluminum foil and allow to rest for about 30 minutes before serving.']","{'Calories': '423', 'Fat': '32g', 'Carbs': '1g', 'Protein': '31g'}"
Best Chicken Marinade,4.7,4,1 hr 25 mins,"['⅔ cup olive oil', '⅔ cup reduced-sodium soy sauce', '¼ cup lemon juice', '2 tablespoons liquid smoke flavoring', '2 tablespoons spicy brown mustard', '2 teaspoons ground black pepper', '2 teaspoons garlic powder', '4  skinless, boneless chicken breast halves']","This chicken marinade adds great flavor and a beautiful caramel color to tender, juicy grilled chicken. This easy recipe is a must-try! For best results, don't marinate the chicken for more than 4 hours, or the lemon juice will affect the texture.","['Gather the ingredients.', 'Mix olive oil, soy sauce, lemon juice, liquid smoke, mustard, pepper, and garlic powder together in a large glass or ceramic bowl.', 'Place chicken in the bowl and turn to coat with marinade. Cover and marinate in the refrigerator for 1 to 4 hours. For best results, do not marinate longer than 4 hours.', 'Preheat an outdoor grill for high heat and lightly oil the grate.', 'Remove chicken from the marinade and shake off excess. Discard the remaining marinade.', 'Cook chicken on the preheated grill until no longer pink in the center and the juices run clear, 6 to 8 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).', 'Serve and enjoy!']","{'Calories': '549', 'Fat': '46g', 'Carbs': '7g', 'Protein': '28g'}"
Chicken Cordon Bleu,4.6,4,45 mins,"['nonstick cooking spray', '4  skinless, boneless chicken breast halves', '¼ teaspoon salt', '⅛ teaspoon ground black pepper', '6 slices Swiss cheese', '4 slices cooked ham', '½ cup seasoned bread crumbs']",This entree is easy and delicious! It's one of my husband's favorites! Try to use the largest chicken breasts you can find so you'll be able to roll them easier.,"['Gather all ingredients. Preheat oven to 350 degrees F (175 degrees C). Coat a 7x11-inch baking dish with nonstick cooking spray.', 'Pound chicken breasts to 1/4 inch thickness.', 'Sprinkle each piece of chicken on both sides with salt and pepper. Place 1 Swiss cheese slice and 1 ham slice on top of each breast.', 'Roll up each breast and secure with toothpicks.', 'Place in the prepared baking dish and sprinkle chicken evenly with bread crumbs.', 'Bake in the preheated oven until chicken is no longer pink, 30 to 35 minutes.', 'Remove from the oven, and place 1/2 Swiss cheese slice on top of each breast.', 'Return to the oven until cheese has melted, 3 to 5 minutes. Remove toothpicks and serve immediately.']","{'Calories': '419', 'Fat': '19g', 'Carbs': '13g', 'Protein': '46g'}"
Best Chicken Salad,4.7,2,10 mins,"['½ cup blanched slivered almonds', '½ cup mayonnaise', '1 tablespoon lemon juice', '¼ teaspoon ground black pepper', '2 cups chopped, cooked chicken meat', '1 rib celery, chopped']",This creamy chicken salad recipe is the best and a family favorite! I like to use leftover roast chicken or baked chicken breasts that have been sprinkled with basil or rosemary. Almonds and celery add a lovely crunch.,"['Gather all ingredients.', 'Place almonds in a frying pan. Toast over medium-high heat, shaking frequently. Watch carefully, as they burn easily.', 'Mix together mayonnaise, lemon juice, and pepper in a medium bowl.', 'Toss with chicken, toasted almonds, and celery.', 'Enjoy!']","{'Calories': '779', 'Fat': '63g', 'Carbs': '8g', 'Protein': '44g'}"
No-Peek Chicken,4.1,6,1 hr 45 mins,"['cooking spray', '2 cups uncooked long-grain white rice', '2 cups water', '1 (10.5 ounce) can cream of mushroom soup', '1 (10.5 ounce) can cream of chicken soup', '1/2 cup chopped yellow onion', '1/2 cup chopped red bell pepper', '1 (1-ounce package) onion soup mix', '1 teaspoon chopped fresh oregano or thyme', '6 skinless, boneless chicken thighs', '1/2 teaspoon seasoned salt']","This no-peek chicken dinner is made with chicken thighs baked with rice, vegetables, and cream of mushroom soup in one dish. Try not to peek!","['Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish with cooking spray.', 'Whisk rice, water, chicken soup, mushroom soup, onion, bell pepper, onion soup mix, and oregano in a large bowl until well combined.', 'Pour rice mixture into the prepared dish.', 'Sprinkle chicken thighs with seasoning salt and arrange on top of rice mixture. Cover dish tightly with foil.', 'Bake in the preheated oven, keeping tightly covered, for 1 hour 30 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).']","{'Calories': '445', 'Fat': '24g', 'Carbs': '20g', 'Protein': '39g'}"
Sweet and Sour Chicken,4.6,8,50 mins,"['1 ¾ cups water, divided', '1 (8 ounce) can pineapple chunks, drained (juice reserved)', '¾ cup white sugar', '½ cup distilled white vinegar', '2 drops orange food color', '¼ cup cornstarch', '2 ¼ cups self-rising flour', '2 tablespoons vegetable oil', '2 tablespoons cornstarch', '1 large egg', '½ teaspoon salt', '¼ teaspoon ground white pepper', '1 ½ cups water', '8 skinless, boneless chicken breast halves - cut into 1-inch cubes', '1 quart vegetable oil for frying', '2 green bell pepper, cut into 1-inch pieces']",This sweet and sour chicken recipe makes crispy fried chicken pieces with pineapple and bell pepper served with a homemade tangy and sweet sauce.,"['Combine 1 ½ cups of water, reserved pineapple juice, sugar, vinegar, and orange food coloring in a medium saucepan. Bring to a boil over medium heat; set aside.', 'Mix 1/4 cup cornstarch and 1/4 cup water together in a small bowl until smooth; pour into the sauce, stirring continuously, until slightly thickened.', 'Place flour, 2 tablespoons oil, 2 tablespoons cornstarch, egg, salt, and white pepper in a large bowl; gradually whisk in 1 1/2 cups water to make a thick batter.', 'Add chicken pieces; stir until well coated.', 'Heat oil in a large, deep skillet or wok to 360 degrees F (180 degrees C). Fry chicken pieces in preheated oil until golden, about 10 minutes; remove and drain on paper towels.', 'Layer green peppers, pineapple chunks, and cooked chicken pieces on a platter; pour hot sweet and sour sauce over top.', 'Serve hot and enjoy!']","{'Calories': '639', 'Fat': '18g', 'Carbs': '56g', 'Protein': '59g'}"
Garlic Chicken Fried Chicken,4.6,4,35 mins,"['2 teaspoons garlic powder, or to taste', '1 teaspoon ground black pepper', '1 teaspoon salt', '1 teaspoon paprika', '½ cup seasoned bread crumbs', '1 cup all-purpose flour', '½ cup milk', '1  egg', '4  skinless, boneless chicken breast halves - pounded thin', '1 cup oil for frying, or as needed']","This actually uses my breading for Chicken Fried Steak---my husband suggested we try it with chicken breasts, and it was delicious!","['In a shallow dish, mix together the garlic powder, pepper, salt, paprika, bread crumbs and flour. In a separate dish, whisk together the milk and egg.', 'Heat the oil in an electric skillet set to 350 degrees F (175 degrees C). Dip the chicken into the egg and milk, then dredge in the dry ingredients until evenly coated.', 'Fry chicken in the hot oil for about 5 minutes per side, or until the chicken is cooked through and juices run clear. Remove from the oil with a slotted spatula, and serve.']","{'Calories': '391', 'Fat': '11g', 'Carbs': '37g', 'Protein': '33g'}"
Yummy Honey Chicken Kabobs,4.8,12,2 hrs 30 mins,"['⅓ cup honey', '⅓ cup soy sauce', '¼ cup vegetable oil', '¼ teaspoon ground black pepper', '8 skinless, boneless chicken breast halves - cut into 1-inch cubes', '5 small onions, cut into 2-inch pieces', '2 medium red bell peppers, cut into 2-inch pieces', '2 cloves garlic', '12  bamboo skewers, or as needed, soaked in water for 30 minutes']","These chicken kabobs are marinated in a 4-ingredient sweet and savory honey-soy mixture that doubles as a basting sauce as the kabobs and veggies cook on the grill, adding delicious flavor to every bite of juicy chicken.","['To make the marinade: Whisk honey, soy sauce, oil, and black pepper together in a large glass bowl.', 'Remove 1/4 cup of the marinade to a small jar; seal and set aside to use while cooking.', 'Add chicken, onions, bell peppers, and garlic to the marinade in the large bowl. Cover and marinate in the refrigerator for 2 hours or overnight.', 'When ready to cook, preheat an outdoor grill for high heat and lightly oil the grate.', 'Drain marinade from chicken and vegetables; discard marinade. Thread chicken and vegetables alternately onto skewers.', 'Place kabobs on the preheated grill. Cook, turning frequently and brushing with reserved marinade, until nicely browned on all sides and chicken is no longer pink in the center, about 12 to 15 minutes.', 'Serve hot and enjoy!']","{'Calories': '179', 'Fat': '7g', 'Carbs': '12g', 'Protein': '17g'}"
Southern Fried Chicken,4.7,4,1 hr 20 mins,"['1 cup all-purpose flour', '2 teaspoons paprika', '1 teaspoon salt', '1 teaspoon ground black pepper', '1 teaspoon garlic powder', '1 teaspoon onion powder', '1/2 teaspoon cayenne pepper (Optional)', '1 (3 pound) whole chicken, cut into pieces', 'vegetable oil for frying']",This Southern fried chicken recipe is originally from Alabama and has been passed down for generations.,"['Gather all ingredients.', 'Combine flour, paprika, salt, pepper, garlic powder, onion powder, and cayenne in a large resealable plastic bag. Add chicken pieces to the bag and toss to coat.', 'Place floured chicken pieces on a wire rack set over a baking sheet, reserving remaining flour in bag. Chill chicken in the refrigerator 45 minutes or until flour looks pasty.', 'Meanwhile, add 1 ½ inches of oil to a deep fryer or 5-quart heavy pot. Heat oil to 375 degrees F (190 degrees C).', 'Place chicken pieces back into the bag of flour and toss once more to coat. This will help the coating cling nicely to the chicken pieces for crispier results. Preheat the oven to 200 degrees F (93 degrees C).', 'Lower chicken pieces, 2 to 3 pieces at a time, carefully into the hot oil. Fry until golden, turning once, about 8 to 12 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).', 'Transfer to a paper towel-lined plate to drain. Keep fried chicken warm in preheated oven while you fry remaining chicken.', 'Serve hot and enjoy!']","{'Calories': '491', 'Fat': '32g', 'Carbs': '16g', 'Protein': '33g'}"
Classic Chicken Cordon Bleu,4.8,6,1 hr,"['3 tablespoons all-purpose flour', '1 teaspoon paprika', '6  skinless, boneless chicken breast halves', '6 slices Swiss cheese', '6 slices ham', '6 tablespoons butter', '½ cup dry white wine', '1 teaspoon chicken bouillon granules', '1 cup heavy whipping cream', '1 tablespoon cornstarch']","This version of classic chicken Cordon Bleu (meaning ""blue ribbon"") is served with a creamy wine sauce. The term originally referred to an award for culinary excellence.","['Mix flour and paprika together in a shallow bowl.', 'Pound chicken breasts to a thickness of 1/4 inch. Place one slice Swiss and one slice ham onto each breast, leaving the outer 1/2 inch uncovered. Roll chicken over filling, dip in flour mixture to coat on all sides, and secure with toothpicks.', 'Melt butter in a large skillet over medium-high heat. Add chicken and cook, turning occasionally, until browned on all sides, 5 to 8 minutes. Add wine and bouillon. Reduce the heat to low, cover, and simmer until chicken is no longer pink in the center and the juices run clear, about 30 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).', 'Transfer chicken to a warm platter and remove the toothpicks. Whisk cream and cornstarch together in a small bowl; slowly pour into the skillet, whisking constantly to blend with remaining wine mixture. Cook, stirring often, until sauce thickens, 3 to 5 minutes.', 'Pour sauce over chicken and serve immediately.']","{'Calories': '584', 'Fat': '41g', 'Carbs': '8g', 'Protein': '42g'}"
Chicken Enchiladas,4.5,8,50 mins,"['1 tablespoon olive oil, or as needed', '4  skinless, boneless chicken breast halves', '1  onion, chopped', '1 ¾ cups shredded Cheddar cheese, divided', '½ pint sour cream', '1 tablespoon dried parsley', '½ teaspoon dried oregano', '½ teaspoon ground black pepper', '1 (15 ounce) can tomato sauce', '⅓ cup chopped green bell pepper', '1 clove garlic, minced', '1 tablespoon chili powder', '½ teaspoon salt (Optional)', '½ cup water (Optional)', '8 (10 inch) flour tortillas', '1 (12 ounce) jar taco sauce']","This chicken enchilada recipe is easy to make with tortillas, tender chicken, and a deliciously cheesy sauce for a family-pleasing Mexican meal.","['Gather all ingredients and preheat the oven to 350 degrees F (175 degrees C).', 'Heat oil in a nonstick skillet over medium heat. Add chicken and cook until no longer pink and juices run clear, 5 to 7 minutes per side. Transfer chicken to a cutting board and slice into cubes. Return chicken to the skillet.', 'Add onion, 1 cup Cheddar cheese, sour cream, parsley, oregano, and black pepper. Cook and stir over low heat until cheese melts. Stir in tomato sauce, green pepper, garlic, chili powder, and salt. Add water if needed.', 'Spoon chicken mixture into tortillas and roll into enchiladas. Arrange enchiladas, seam-side down, in a 9x13-inch baking dish.', 'Top with taco sauce and remaining 3/4 cup Cheddar cheese.', 'Bake in the preheated oven, uncovered, until cheese has melted, about 20 minutes. Let cool briefly before serving.', 'Serve and enjoy!']","{'Calories': '498', 'Fat': '16g', 'Carbs': '50g', 'Protein': '27g'}"
White Cheese Chicken Lasagna,4.4,12,1 hr 15 mins,"['9  lasagna noodles', '½ cup butter', '1  onion, chopped', '1 clove garlic, minced', '½ cup all-purpose flour', '2 cups chicken broth', '1 ½ cups milk', '1 teaspoon salt', '4 cups shredded mozzarella cheese, divided', '1 cup grated Parmesan cheese, divided', '1 teaspoon dried basil', '1 teaspoon dried oregano', '½ teaspoon ground black pepper', '2 cups ricotta cheese', '2 cups cubed, cooked chicken meat', '2 (10 ounce) packages frozen chopped spinach, thawed and drained', '1 tablespoon chopped fresh parsley']",Chicken lasagna with spinach and a creamy white cheese sauce. Great for any kind of potluck. My kids love it!,"['Gather all ingredients and preheat the oven to 350 degrees F (175 degrees C).', 'Bring a large pot of lightly salted water to a boil. Add lasagna noodles and cook for 8 to 10 minutes or until al dente; drain and rinse with cold water.', 'Meanwhile, melt butter in a large saucepan over medium heat; stir in onion and garlic. Whisk in flour until lightly browned and onion is tender, about 2 minutes. Add chicken broth, milk, and salt; cook, whisking continuously, for 1 minute.', 'Stir in 2 cups mozzarella and 1/4 cup Parmesan until well combined. Season with basil, oregano, and black pepper; remove from heat and set aside.', 'Spread 1/3 of the sauce mixture in the bottom of a 9x13-inch baking dish.', 'Layer with 3 lasagna noodles, ricotta, and chicken.', 'Arrange 3 lasagna noodles over the chicken and layer with 1/3 of the sauce mixture, spinach, remaining 2 cups mozzarella, and 1/2 cup Parmesan.', 'Arrange remaining noodles over cheese and spread remaining sauce evenly over noodles. Sprinkle with parsley and remaining 1/4 cup Parmesan.', 'Bake in the preheated oven for 35 to 40 minutes.', 'Serve and enjoy!']","{'Calories': '369', 'Fat': '21g', 'Carbs': '23g', 'Protein': '24g'}"
Crispy Fried Chicken,4.7,8,1 hr 20 mins,"['1 (4 pound) chicken, cut into pieces', '1 cup buttermilk', '2 cups all-purpose flour for coating', '1 teaspoon paprika', 'salt and pepper to taste', '2 quarts vegetable oil for frying']",I experimented with lots of recipes over the years to find the best crispy fried chicken. This is it! It's bits and pieces of hints I have heard over the years. It's more a matter of preparation and cooking method!,"['Take your cut up chicken pieces and skin them if you prefer.', 'Place flour in a large plastic bag (let the amount of chicken you are cooking dictate the amount of flour you use). Season flour with paprika (which helps to brown the chicken), salt and pepper.', 'Dip chicken pieces in buttermilk then, a few at a time, transfer them into the bag with flour; seal the bag and shake to coat well.', 'Place the coated chicken on a cookie sheet or tray, and cover with a clean dish towel or waxed paper. LET SIT UNTIL THE FLOUR IS OF A PASTE-LIKE CONSISTENCY. THIS IS CRUCIAL!', 'Fill a large skillet (cast iron is best) about 1/3 to 1/2 full with vegetable oil. Heat until VERY hot.', 'Put in as many chicken pieces as the skillet can hold. Brown the chicken in HOT oil on both sides.', 'When browned, reduce heat and cover skillet; let cook for 30 minutes (the chicken will be cooked through but not crispy). Remove cover, raise heat again, and continue to fry until crispy.', 'Drain fried chicken on paper towels. Depending on how much chicken you have, you may have to fry in a few shifts. Keep the finished chicken in a slightly warm oven while preparing the rest.']","{'Calories': '489', 'Fat': '22g', 'Carbs': '30g', 'Protein': '41g'}"
Hearty Chicken Pot Pie,4.7,4,1 hr 30 mins,"['1 ½ pounds skinless, boneless chicken breast meat', '1 cup chicken broth', '½ teaspoon salt', '¼ teaspoon ground black pepper', '1 ½ cups milk', '3 tablespoons butter', '1  onion, chopped', '1 cup chopped celery', '⅓ cup all-purpose flour', '2 cups frozen mixed vegetables, thawed', '1 tablespoon chopped fresh parsley', '½ teaspoon dried thyme', '1 (9-inch) refrigerated pie crust', '1 egg, lightly beaten']",This is a very hearty and flavorful chicken pot pie!,"['Combine chicken meat, chicken broth, salt, and pepper in a large saucepan over medium high heat; bring to a boil and reduce heat to low. Cover and let simmer for 30 minutes, or until chicken is no longer pink in the center and the juices run clear.', 'Remove chicken and let cool. Pour remaining chicken broth mixture into a measuring cup. Let stand; spoon off fat. Add enough milk to broth mixture to equal 2 ½ cups. Cut chicken into ½-inch pieces.', 'In the same pan, melt butter or margarine over medium heat. Add onion and celery. Sauté, stirring, for 3 minutes. Stir in flour until well blended. Gradually stir in broth mixture. Simmer, stirring constantly, until the sauce thickens and boils. Add the chicken, vegetables, parsley and thyme. Pour mixture into a 1 ½ quart deep casserole dish.', 'Preheat the oven to 400 degrees F (200 degrees C).', 'Roll out pastry 1 inch larger than the diameter of the casserole dish on a lightly floured surface. Cut slits in the pastry for venting air. Place pastry on top of casserole. Roll edges and cut away extra pastry; flute edges by pinching together. Reroll scraps to cut into decorative designs. Place on top of pastry. Brush pastry with beaten egg and bake in the preheated oven for 30 minutes or until the crust is golden brown and the filling is bubbling. Let cool for 10 minutes and serve.']","{'Calories': '930', 'Fat': '40g', 'Carbs': '72g', 'Protein': '67g'}"
Homemade Chicken Soup,4.6,10,1 hr 45 mins,"['1 (3 pound) whole chicken', '4  carrots, halved', '4 stalks celery, halved', '1 large onion, halved', 'water to cover', 'salt and pepper to taste', '1 teaspoon chicken bouillon granules (Optional)']",This homemade chicken soup recipe is well worth making — it's good for the body and the soul. How is it that plain chicken and vegetables simmered together can taste so satisfying? You don't have to be sick to deserve to enjoy it!,"['Gather all ingredients.', 'Place chicken, carrots, celery, and onion in a large soup pot; add enough cold water to cover. Bring to a boil over medium heat; reduce heat to low and simmer, uncovered, until meat falls off of the bone, about 90 minutes. Skim off foam every so often, as needed.', 'Remove chicken from the pot and let sit until cool enough to handle; chop meat into pieces, and discard skin and bones.', 'Strain out vegetables, reserving the stock; rinse the soup pot and return the stock to the pot. Chop vegetables into smaller pieces; return chopped chicken and vegetables to the pot.', 'Warm soup until heated through; season with salt, pepper, and chicken bouillon to taste.', 'Serve and enjoy!']","{'Calories': '152', 'Fat': '9g', 'Carbs': '4g', 'Protein': '13g'}"
Oven-Fried Chicken,4.5,6,1 hr 15 mins,"['12 chicken thighs, patted dry', '1 cup all-purpose flour', 'salt and pepper to taste', '1 cup Italian seasoned bread crumbs', '3  eggs', '½ cup vegetable oil', '1 teaspoon paprika']",This oven-fried chicken is so much easier and less messy than traditional fried chicken! Everyone I have given the recipe to has loved it as well.,"['Preheat the oven to 350 degrees F (175 degrees C).', 'Place flour in a shallow plate or bowl and season with salt and pepper to taste. Put bread crumbs in another shallow plate or bowl and beat eggs in another bowl.', 'Dredge chicken piece by piece in the flour, then the egg, then the bread crumbs, until all pieces are coated.', 'Pour oil into a large baking dish; add the breaded chicken thighs and sprinkle with paprika to taste.', 'Bake in the preheated oven for 30 minutes, then turn pieces over and bake for another 30 minutes. Remove from the oven and drain on paper towels.', 'Serve hot and enjoy!']","{'Calories': '310', 'Fat': '15g', 'Carbs': '18g', 'Protein': '24g'}"
Broccoli Chicken Divan,4.4,6,40 mins,"['1 pound chopped fresh broccoli', '1 ½ cups cubed, cooked chicken meat', '1 (10.5 ounce) can  condensed cream of broccoli soup', '⅓ cup milk', '½ cup shredded Cheddar cheese', '2 tablespoons dried bread crumbs', '1 tablespoon butter, melted']",Chicken Divan with broccoli is a quick and easy casserole that's sure to be a hit with the family!,"['Preheat the oven to 450 degrees F (230 degrees C).', 'Place broccoli in a saucepan with enough water to cover. Bring to a boil and cook until tender, about 5 minutes. Drain.', 'Place the cooked broccoli in a 9 inch pie plate. Top with the chicken. In a bowl, mix the soup and milk, and pour over the chicken. Sprinkle with Cheddar cheese. Mix the melted butter with the bread crumbs, and sprinkle over the cheese.', 'Bake in the preheated oven until casserole is bubbly and the top is golden brown, about 15 minutes.']","{'Calories': '186', 'Fat': '9g', 'Carbs': '12g', 'Protein': '16g'}"
